"","idenpa","pais_nombre","sexo","edad","reeeduc_1","s18_a","s2","p16st","p5stgbs","p6stgbs","p40stgbs","p13stgbs_a","p13stgbs_b","p13st_c","p13st_d","p13st_f","p22st","p61st"
"4474",170,"Colombia",2,56,4,3,3,8,4,4,3,2,3,1,4,3,4,7
"4475",170,"Colombia",2,37,6,4,5,10,3,4,3,2,3,1,3,3,1,7
"4476",170,"Colombia",2,21,5,1,3,5,3,4,2,2,1,1,3,3,1,6
"4477",170,"Colombia",2,48,5,6,3,10,4,5,4,2,3,1,4,3,1,5
"4478",170,"Colombia",1,44,4,1,3,10,3,3,4,3,3,2,3,2,1,10
"4479",170,"Colombia",1,40,3,3,3,97,5,5,2,2,3,1,4,4,10,10
"4480",170,"Colombia",1,38,4,3,4,0,5,5,3,1,2,2,4,3,1,4
"4481",170,"Colombia",2,63,4,6,3,2,3,5,4,3,3,3,3,3,5,2
"4482",170,"Colombia",2,55,4,6,4,5,3,5,4,2,3,4,4,3,1,5
"4483",170,"Colombia",2,18,5,6,3,2,5,4,2,4,2,2,3,4,10,5
"4484",170,"Colombia",2,31,5,6,3,5,5,4,2,2,3,4,4,2,3,6
"4485",170,"Colombia",1,46,5,1,4,97,5,5,2,2,2,2,4,4,5,1
"4486",170,"Colombia",1,23,5,4,3,5,2,2,2,4,3,1,1,3,9,5
"4487",170,"Colombia",1,72,7,5,3,5,3,4,3,1,3,1,4,2,5,5
"4488",170,"Colombia",1,50,3,6,5,5,5,5,2,3,4,4,3,3,2,5
"4489",170,"Colombia",2,45,5,2,3,5,4,5,3,2,2,3,4,4,1,5
"4490",170,"Colombia",1,40,5,1,3,5,4,5,1,2,2,2,3,3,1,4
"4491",170,"Colombia",2,35,5,4,4,5,5,5,3,1,1,3,4,4,1,4
"4492",170,"Colombia",2,66,3,6,3,10,5,4,4,4,4,3,4,4,2,1
"4493",170,"Colombia",2,25,5,6,5,2,3,4,4,4,4,2,4,4,1,4
"4494",170,"Colombia",2,49,4,6,5,97,3,5,4,4,3,1,3,3,1,2
"4495",170,"Colombia",1,54,5,1,4,10,5,5,2,3,3,2,4,4,1,1
"4496",170,"Colombia",1,62,7,2,4,0,4,5,3,3,3,3,4,4,2,2
"4497",170,"Colombia",2,29,5,1,4,7,4,4,3,4,3,3,4,4,5,6
"4498",170,"Colombia",2,27,5,1,4,0,3,3,4,4,4,2,4,4,4,5
"4499",170,"Colombia",2,21,5,4,4,5,4,5,2,4,3,2,4,3,7,7
"4500",170,"Colombia",1,55,5,1,1,7,4,4,4,1,2,1,3,2,5,8
"4501",170,"Colombia",1,18,5,4,4,4,5,4,4,3,2,2,3,3,4,5
"4502",170,"Colombia",1,34,3,4,3,5,4,3,3,4,4,3,4,4,3,4
"4503",170,"Colombia",1,35,5,7,5,10,3,2,3,4,4,1,3,3,10,7
"4504",170,"Colombia",2,53,5,6,4,5,3,4,1,1,1,2,3,3,3,3
"4505",170,"Colombia",2,60,3,6,5,10,5,5,3,4,2,1,2,3,10,1
"4506",170,"Colombia",1,62,2,1,5,10,3,5,4,-2,-2,2,3,4,2,2
"4507",170,"Colombia",2,37,3,6,4,9,3,4,3,4,4,1,3,4,2,2
"4508",170,"Colombia",2,71,1,6,4,10,2,3,3,4,4,3,4,4,10,8
"4509",170,"Colombia",2,21,4,6,4,10,3,5,2,4,1,1,2,2,1,1
"4510",170,"Colombia",1,42,4,1,1,5,3,4,3,3,3,1,2,2,5,5
"4511",170,"Colombia",1,19,5,1,1,3,4,5,4,4,4,4,4,4,2,4
"4512",170,"Colombia",1,26,7,1,3,2,2,2,1,3,3,2,2,2,1,3
"4513",170,"Colombia",2,40,6,4,3,7,4,4,4,2,2,2,4,4,5,5
"4514",170,"Colombia",1,26,7,6,4,3,3,4,1,2,2,1,2,2,1,5
"4515",170,"Colombia",1,22,4,1,4,5,4,3,4,4,4,2,4,4,2,2
"4516",170,"Colombia",2,47,3,6,2,4,5,5,4,3,3,3,4,3,2,4
"4517",170,"Colombia",2,19,6,7,3,5,3,3,2,3,2,1,2,3,6,5
"4518",170,"Colombia",1,39,5,1,3,5,3,4,3,2,2,3,4,3,1,5
"4519",170,"Colombia",2,40,4,6,5,2,4,4,4,4,4,1,4,4,8,1
"4520",170,"Colombia",2,33,2,6,2,4,3,2,3,4,4,1,4,3,7,8
"4521",170,"Colombia",1,48,5,1,4,5,3,4,1,3,4,2,3,3,5,8
"4522",170,"Colombia",1,41,4,1,3,8,3,2,4,2,1,1,3,2,10,8
"4523",170,"Colombia",2,77,2,6,5,7,4,3,3,3,3,1,1,3,5,1
"4524",170,"Colombia",1,26,5,1,4,5,2,2,3,2,3,1,3,2,3,10
"4525",170,"Colombia",1,33,5,1,4,3,3,4,3,3,2,2,3,3,5,4
"4526",170,"Colombia",2,45,2,6,5,6,3,4,3,3,3,1,3,3,5,5
"4527",170,"Colombia",2,27,5,6,5,5,5,4,3,4,3,1,3,3,5,5
"4528",170,"Colombia",1,66,2,1,4,10,4,5,4,3,3,1,3,-1,-1,6
"4529",170,"Colombia",2,51,3,6,3,6,4,5,2,3,3,2,3,3,7,4
"4530",170,"Colombia",2,21,7,7,4,5,4,5,2,2,3,2,3,4,5,1
"4531",170,"Colombia",2,40,5,6,5,3,4,4,4,4,4,4,4,4,3,-1
"4532",170,"Colombia",1,40,2,3,1,1,3,5,3,4,4,1,4,4,1,1
"4533",170,"Colombia",1,23,4,1,4,3,4,4,3,4,3,2,4,4,2,5
"4534",170,"Colombia",1,41,3,6,3,5,3,3,4,4,4,2,4,4,1,10
"4535",170,"Colombia",1,24,6,1,3,3,3,4,1,3,1,4,4,4,1,3
"4536",170,"Colombia",2,47,5,6,-1,5,4,4,4,2,2,2,3,2,1,4
"4537",170,"Colombia",1,29,5,2,3,6,4,4,3,2,2,2,3,3,1,6
"4538",170,"Colombia",2,25,4,6,3,1,3,4,1,3,4,1,1,1,1,1
"4539",170,"Colombia",2,35,5,6,5,5,4,3,2,3,2,3,4,3,4,5
"4540",170,"Colombia",1,56,4,1,4,5,5,5,4,2,2,2,4,4,3,2
"4541",170,"Colombia",1,54,5,1,2,5,5,5,3,2,4,3,4,3,7,8
"4542",170,"Colombia",2,36,4,1,3,5,3,4,4,1,1,3,4,4,6,5
"4543",170,"Colombia",1,40,4,2,3,5,4,5,3,3,3,2,3,3,1,2
"4544",170,"Colombia",2,37,5,1,3,10,4,3,3,3,3,3,2,3,9,9
"4545",170,"Colombia",2,26,5,6,3,5,4,4,2,1,1,3,3,3,2,4
"4546",170,"Colombia",2,65,4,6,4,97,3,4,3,2,2,2,3,3,1,3
"4547",170,"Colombia",1,38,5,1,5,5,3,4,2,2,2,2,3,2,1,3
"4548",170,"Colombia",2,57,5,5,3,6,3,3,1,2,2,3,4,3,2,6
"4549",170,"Colombia",2,55,3,1,3,7,5,5,3,2,2,2,3,3,9,4
"4550",170,"Colombia",1,33,4,3,3,5,3,4,4,3,2,1,2,2,1,3
"4551",170,"Colombia",2,38,2,1,3,5,5,5,4,3,3,1,4,4,6,1
"4552",170,"Colombia",1,62,2,4,5,10,1,4,3,3,4,1,4,3,8,-1
"4553",170,"Colombia",2,18,5,2,4,5,3,4,2,2,3,3,4,3,5,1
"4554",170,"Colombia",1,21,5,7,3,3,3,4,2,1,1,4,4,2,1,3
"4555",170,"Colombia",2,48,3,1,3,5,3,4,3,1,3,1,3,3,10,8
"4556",170,"Colombia",1,40,3,1,4,7,5,5,4,2,2,1,4,4,1,1
"4557",170,"Colombia",1,57,3,2,1,3,3,5,2,1,1,1,1,3,4,5
"4558",170,"Colombia",1,35,6,1,4,5,3,3,4,3,3,4,3,3,3,1
"4559",170,"Colombia",2,44,5,1,4,5,4,5,3,2,3,3,4,3,1,3
"4560",170,"Colombia",1,49,4,1,4,5,2,5,4,1,2,2,3,4,1,3
"4561",170,"Colombia",2,78,2,6,5,8,3,4,3,3,3,1,3,3,8,10
"4562",170,"Colombia",2,30,6,6,3,8,3,3,2,2,2,2,2,3,7,6
"4563",170,"Colombia",1,22,5,1,2,8,3,2,3,3,3,1,2,1,4,6
"4564",170,"Colombia",2,23,4,3,3,4,3,3,3,2,3,3,4,3,5,5
"4565",170,"Colombia",1,71,3,5,3,10,5,5,4,4,4,1,4,4,1,1
"4566",170,"Colombia",1,40,5,1,4,0,2,1,2,4,4,4,4,4,1,5
"4567",170,"Colombia",2,38,5,2,3,5,3,3,2,4,1,1,3,2,7,6
"4568",170,"Colombia",2,53,4,4,4,5,4,4,2,3,3,3,4,3,5,5
"4569",170,"Colombia",2,26,7,1,-1,1,3,4,4,3,3,2,3,3,9,5
"4570",170,"Colombia",1,60,5,1,3,5,2,2,1,1,1,2,2,2,1,3
"4571",170,"Colombia",1,64,1,4,5,97,3,3,1,4,4,4,4,4,5,5
"4572",170,"Colombia",2,24,5,6,5,1,4,5,4,4,4,1,-1,4,1,1
"4573",170,"Colombia",1,40,5,1,4,2,4,3,2,2,2,3,4,3,1,3
"4574",170,"Colombia",2,38,5,2,4,8,3,2,3,2,3,2,4,4,1,1
"4575",170,"Colombia",1,37,5,3,4,2,4,3,3,2,3,3,4,3,1,4
"4576",170,"Colombia",2,36,6,1,4,5,3,5,2,3,3,1,3,3,1,6
"4577",170,"Colombia",2,65,1,6,3,10,5,5,4,4,4,4,4,4,10,10
"4578",170,"Colombia",1,52,4,1,5,5,4,5,4,4,4,4,3,3,5,5
"4579",170,"Colombia",2,55,7,6,4,0,3,2,3,3,4,4,4,3,9,2
"4580",170,"Colombia",2,25,5,6,5,5,4,3,3,4,2,2,3,3,5,1
"4581",170,"Colombia",1,20,5,1,3,5,3,4,2,3,3,4,2,3,3,3
"4582",170,"Colombia",1,27,4,7,4,5,3,3,3,2,3,3,3,3,10,7
"4583",170,"Colombia",2,52,1,1,5,10,4,4,3,1,4,1,1,4,10,10
"4584",170,"Colombia",2,19,4,3,3,4,4,3,4,3,4,2,3,2,7,8
"4585",170,"Colombia",2,68,3,6,2,8,5,5,4,4,-1,1,4,4,5,7
"4586",170,"Colombia",1,18,5,1,3,8,3,4,3,3,3,3,4,3,3,8
"4587",170,"Colombia",1,26,4,4,3,5,5,4,2,3,3,4,4,3,4,1
"4588",170,"Colombia",1,71,5,5,4,6,3,4,3,3,3,3,4,4,1,4
"4589",170,"Colombia",1,51,5,1,4,5,3,3,3,1,1,2,3,3,1,4
"4590",170,"Colombia",2,32,4,1,4,3,3,3,2,1,3,3,3,3,2,1
"4591",170,"Colombia",2,66,4,6,3,10,5,3,3,4,4,1,4,-1,-2,8
"4592",170,"Colombia",1,25,5,3,3,4,3,2,2,2,3,4,3,3,4,5
"4593",170,"Colombia",2,47,4,3,4,10,3,5,1,2,2,2,2,2,5,1
"4594",170,"Colombia",1,61,5,6,5,10,4,4,4,4,4,4,4,4,10,1
"4595",170,"Colombia",1,48,5,1,4,5,5,5,2,2,3,3,4,3,1,1
"4596",170,"Colombia",2,39,5,1,4,0,5,3,3,3,3,3,4,4,1,3
"4597",170,"Colombia",2,21,4,7,3,5,3,3,3,1,1,1,2,2,1,1
"4598",170,"Colombia",2,44,6,1,3,4,2,2,4,2,2,2,3,3,6,1
"4599",170,"Colombia",2,52,5,1,2,7,4,5,3,4,4,3,4,4,10,10
"4600",170,"Colombia",2,63,5,6,5,8,3,3,3,1,1,1,2,1,10,6
"4601",170,"Colombia",1,27,5,2,4,4,3,2,3,1,2,2,2,3,5,3
"4602",170,"Colombia",1,51,2,1,5,-1,3,3,2,1,1,1,1,1,10,5
"4603",170,"Colombia",1,30,5,3,3,5,3,3,1,3,3,3,4,3,1,1
"4604",170,"Colombia",2,43,5,4,-1,10,5,5,2,1,1,1,3,1,10,6
"4605",170,"Colombia",1,58,7,1,3,10,2,3,2,2,3,1,2,3,1,1
"4606",170,"Colombia",1,18,4,1,3,6,3,5,2,3,3,2,3,3,5,5
"4607",170,"Colombia",2,26,5,3,4,0,3,3,2,4,4,2,4,3,5,3
"4608",170,"Colombia",2,20,5,7,3,5,3,3,3,3,2,2,4,3,5,7
"4609",170,"Colombia",1,18,5,7,3,7,3,3,1,2,4,4,4,4,4,1
"4610",170,"Colombia",2,38,5,1,4,5,4,4,3,3,3,4,4,3,4,4
"4611",170,"Colombia",2,43,6,1,3,5,3,2,4,2,3,4,3,3,1,1
"4612",170,"Colombia",1,59,5,1,3,4,3,3,2,2,2,4,3,2,1,1
"4613",170,"Colombia",2,25,5,1,3,5,2,3,2,2,2,3,4,2,1,1
"4614",170,"Colombia",1,39,4,2,4,6,2,3,4,2,1,3,2,1,4,8
"4615",170,"Colombia",2,39,5,4,5,0,4,4,3,2,2,3,3,3,1,1
"4616",170,"Colombia",1,33,5,1,3,7,3,3,4,3,1,3,3,2,9,5
"4617",170,"Colombia",2,34,4,6,3,5,4,4,2,3,3,2,3,3,1,3
"4618",170,"Colombia",1,51,7,2,3,3,2,2,3,2,2,2,3,3,2,2
"4619",170,"Colombia",1,34,5,3,4,5,3,4,2,2,2,1,3,3,3,5
"4620",170,"Colombia",2,19,6,7,4,5,3,4,2,2,2,3,2,2,2,5
"4621",170,"Colombia",2,29,5,7,3,5,4,2,3,2,2,4,4,2,4,5
"4622",170,"Colombia",1,18,4,7,5,6,3,5,3,2,2,2,4,3,6,8
"4623",170,"Colombia",2,54,3,1,5,4,4,5,3,4,4,1,4,4,1,4
"4624",170,"Colombia",2,32,5,1,4,4,3,4,2,2,3,1,2,4,5,6
"4625",170,"Colombia",1,45,2,1,4,8,2,5,1,4,4,2,4,4,9,6
"4626",170,"Colombia",1,33,6,7,-2,5,2,3,2,4,4,3,3,2,1,2
"4627",170,"Colombia",2,74,2,6,1,10,3,3,3,4,3,1,1,3,10,10
"4628",170,"Colombia",1,21,5,7,3,5,4,5,4,3,3,3,3,2,3,3
"4629",170,"Colombia",2,22,7,7,3,4,4,4,3,2,3,3,3,3,5,1
"4630",170,"Colombia",1,79,2,1,2,3,4,3,3,3,4,2,4,-1,9,4
"4631",170,"Colombia",1,32,5,1,5,8,3,1,3,2,2,1,3,3,1,5
"4632",170,"Colombia",2,60,3,6,3,8,3,4,3,4,3,1,3,3,8,4
"4633",170,"Colombia",1,42,5,1,2,97,3,3,3,1,1,1,2,3,6,5
"4634",170,"Colombia",1,22,6,7,4,3,3,3,3,4,4,4,4,4,5,1
"4635",170,"Colombia",2,80,4,6,3,10,4,5,4,-2,-2,-2,4,3,-1,10
"4636",170,"Colombia",2,33,5,4,4,5,4,4,2,2,2,3,4,4,1,1
"4637",170,"Colombia",1,61,5,1,3,97,3,4,4,4,3,1,3,4,9,8
"4638",170,"Colombia",2,47,1,1,3,5,2,3,2,3,3,3,3,3,1,7
"4639",170,"Colombia",1,32,4,2,5,97,5,4,2,2,3,3,3,3,1,3
"4640",170,"Colombia",2,22,4,3,3,5,5,4,2,2,2,3,4,3,7,3
"4641",170,"Colombia",2,21,5,7,3,4,4,4,2,4,3,4,4,3,3,2
"4642",170,"Colombia",2,57,5,1,4,97,3,4,3,2,2,2,4,2,1,1
"4643",170,"Colombia",1,60,5,5,3,4,4,4,3,3,2,4,3,3,6,5
"4644",170,"Colombia",2,37,7,1,4,5,3,5,2,2,2,1,2,2,1,5
"4645",170,"Colombia",1,30,5,2,3,4,4,3,2,3,3,1,3,2,8,3
"4646",170,"Colombia",2,42,5,3,4,5,3,5,3,1,1,3,4,4,2,3
"4647",170,"Colombia",1,59,3,1,3,5,4,4,4,3,3,3,3,3,1,5
"4648",170,"Colombia",2,33,5,3,4,97,3,5,3,2,2,3,3,3,3,1
"4649",170,"Colombia",2,39,7,4,3,10,5,5,2,2,2,2,4,4,1,1
"4650",170,"Colombia",1,32,5,1,-1,0,3,4,3,4,4,4,4,-2,1,1
"4651",170,"Colombia",2,39,4,6,5,0,4,2,3,3,4,2,4,2,7,1
"4652",170,"Colombia",1,18,5,7,5,5,3,3,3,3,3,2,4,3,6,5
"4653",170,"Colombia",1,30,7,1,4,5,4,3,2,2,2,3,3,3,1,1
"4654",170,"Colombia",2,41,2,1,4,9,4,2,3,2,3,1,4,4,1,10
"4655",170,"Colombia",2,22,5,1,5,-1,4,5,4,2,2,2,3,4,4,8
"4656",170,"Colombia",1,43,4,1,3,0,3,2,2,3,3,3,4,3,1,1
"4657",170,"Colombia",2,63,3,4,5,5,3,2,2,1,1,1,2,4,5,5
"4658",170,"Colombia",2,28,5,6,5,0,3,2,3,3,3,3,3,3,3,1
"4659",170,"Colombia",1,45,7,1,3,5,3,3,1,1,1,1,1,1,1,1
"4660",170,"Colombia",2,23,7,1,4,97,5,3,1,3,4,4,4,3,3,5
"4661",170,"Colombia",1,19,5,2,3,5,3,3,4,3,3,4,4,3,10,3
"4662",170,"Colombia",1,62,5,6,4,0,2,4,1,2,2,4,4,2,1,10
"4663",170,"Colombia",2,41,5,6,4,5,3,2,1,4,2,4,3,3,4,6
"4664",170,"Colombia",2,60,5,1,3,5,3,4,3,2,2,1,4,4,3,4
"4665",170,"Colombia",2,28,5,6,3,5,5,5,1,4,4,4,4,4,10,10
"4666",170,"Colombia",1,32,5,1,4,0,3,5,4,3,3,4,4,4,3,4
"4667",170,"Colombia",1,19,5,1,4,5,3,3,4,3,3,3,4,3,7,5
"4668",170,"Colombia",2,54,2,6,3,10,4,5,4,4,4,3,2,4,10,1
"4669",170,"Colombia",1,60,7,1,3,5,3,4,3,1,1,3,3,3,10,9
"4670",170,"Colombia",2,45,5,1,4,6,4,2,2,1,3,1,3,3,5,9
"4671",170,"Colombia",2,37,2,1,1,10,3,4,3,4,3,3,3,3,10,10
"4672",170,"Colombia",1,26,5,7,3,2,3,4,2,3,3,2,3,3,3,4
"4673",170,"Colombia",2,25,5,1,4,5,3,3,4,3,3,1,3,3,4,8
"4674",170,"Colombia",1,36,7,6,2,5,5,5,2,1,3,4,4,4,3,3
"4675",170,"Colombia",2,43,4,6,3,5,3,3,4,3,3,2,4,4,8,5
"4676",170,"Colombia",1,55,3,3,3,5,2,3,4,2,2,1,3,3,8,5
"4677",170,"Colombia",1,40,5,1,3,5,3,3,4,4,4,1,1,4,6,5
"4678",170,"Colombia",1,18,6,7,3,3,3,2,3,4,4,2,3,3,7,5
"4679",170,"Colombia",2,40,2,6,3,97,4,5,3,4,4,3,4,4,8,3
"4680",170,"Colombia",2,20,5,1,4,5,3,4,3,3,2,3,2,2,1,4
"4681",170,"Colombia",2,29,6,1,2,2,3,4,2,3,3,2,3,3,7,6
"4682",170,"Colombia",1,26,5,4,2,1,4,4,3,4,4,4,4,4,10,10
"4683",170,"Colombia",2,40,7,1,3,0,3,3,4,3,3,3,3,3,1,5
"4684",170,"Colombia",1,46,2,2,4,3,3,4,2,2,3,2,2,2,4,2
"4685",170,"Colombia",1,38,5,1,4,5,3,2,4,2,2,3,3,4,4,5
"4686",170,"Colombia",2,47,4,4,4,4,5,5,4,4,4,4,4,4,10,1
"4687",170,"Colombia",2,24,5,6,4,9,3,5,2,2,2,2,2,2,4,8
"4688",170,"Colombia",2,61,5,6,3,5,3,3,3,3,3,3,3,4,3,5
"4689",170,"Colombia",1,78,1,5,1,9,2,1,1,1,1,1,1,1,10,10
"4690",170,"Colombia",1,60,4,5,4,1,-1,2,3,2,3,2,3,3,4,6
"4691",170,"Colombia",2,41,4,6,3,5,2,2,4,4,2,1,2,2,4,6
"4692",170,"Colombia",1,28,1,6,3,3,2,5,3,2,3,1,2,3,4,8
"4693",170,"Colombia",1,64,2,6,4,10,2,5,1,4,4,3,4,4,8,7
"4694",170,"Colombia",2,59,5,6,4,10,5,5,4,1,1,1,4,4,1,1
"4695",170,"Colombia",2,50,5,6,5,9,3,5,2,1,2,2,4,3,2,2
"4696",170,"Colombia",1,58,5,1,3,6,4,2,2,2,2,2,4,3,5,5
"4697",170,"Colombia",2,66,5,6,4,9,4,5,3,4,3,3,3,3,8,1
"4698",170,"Colombia",2,33,1,4,3,1,3,2,3,4,3,1,4,4,5,2
"4699",170,"Colombia",1,33,5,3,3,5,3,3,4,1,1,3,3,2,4,8
"4700",170,"Colombia",1,60,1,1,5,5,3,4,2,2,2,1,3,3,5,7
"4701",170,"Colombia",2,33,7,6,4,5,3,5,2,2,2,2,2,2,2,4
"4702",170,"Colombia",2,20,4,3,2,5,3,5,1,2,1,3,2,2,10,1
"4703",170,"Colombia",1,18,4,7,2,0,3,5,4,3,3,1,2,3,1,10
"4704",170,"Colombia",1,40,4,3,3,4,3,2,3,3,3,2,3,3,7,1
"4705",170,"Colombia",1,20,5,4,3,3,4,4,4,2,4,1,4,4,4,5
"4706",170,"Colombia",2,31,7,2,4,5,3,3,2,2,2,2,3,4,1,4
"4707",170,"Colombia",2,33,3,6,5,5,4,5,4,4,4,1,4,4,10,1
"4708",170,"Colombia",2,62,5,6,3,0,3,2,1,1,2,1,2,2,10,10
"4709",170,"Colombia",1,42,7,1,4,2,5,5,1,2,2,1,4,3,2,2
"4710",170,"Colombia",1,40,4,4,3,0,4,3,3,4,3,1,4,4,1,4
"4711",170,"Colombia",2,24,5,1,3,5,3,4,3,2,2,1,3,2,1,8
"4712",170,"Colombia",2,46,3,6,4,5,3,3,1,3,3,4,4,2,1,6
"4713",170,"Colombia",1,74,5,5,3,0,3,1,1,2,2,4,4,1,1,1
"4714",170,"Colombia",1,54,5,1,5,4,4,3,1,3,3,2,3,3,3,5
"4715",170,"Colombia",2,35,5,1,3,4,5,5,4,4,4,2,3,4,8,4
"4716",170,"Colombia",1,28,4,1,3,3,3,3,2,2,3,2,3,4,1,1
"4717",170,"Colombia",2,18,5,7,5,3,3,3,3,4,4,3,3,3,3,1
"4718",170,"Colombia",1,44,5,1,4,5,4,5,4,3,3,2,4,3,1,1
"4719",170,"Colombia",1,37,5,1,5,2,5,2,1,3,3,1,4,3,1,5
"4720",170,"Colombia",2,57,2,6,5,10,3,4,3,4,3,2,3,3,-1,-1
"4721",170,"Colombia",1,21,5,3,5,6,5,2,4,3,4,1,4,4,1,4
"4722",170,"Colombia",2,27,6,6,4,5,4,4,2,2,2,1,3,3,1,1
"4723",170,"Colombia",2,62,2,6,5,5,2,5,4,3,3,3,-1,3,7,5
"4724",170,"Colombia",1,18,5,2,4,6,3,3,2,3,3,4,2,3,3,5
"4725",170,"Colombia",1,75,2,6,4,10,3,5,4,3,4,1,4,4,1,10
"4726",170,"Colombia",2,29,5,2,4,3,3,4,3,2,3,3,4,4,5,3
"4727",170,"Colombia",2,46,4,6,4,5,4,3,2,2,2,1,3,2,1,1
"4728",170,"Colombia",1,58,5,1,4,8,4,5,3,3,2,2,4,4,1,3
"4729",170,"Colombia",2,23,4,1,4,3,1,3,3,1,1,2,2,2,1,6
"4730",170,"Colombia",2,56,2,1,4,0,3,2,1,3,3,3,3,3,1,10
"4731",170,"Colombia",2,37,3,4,5,0,4,5,3,2,2,4,4,4,1,10
"4732",170,"Colombia",1,31,5,2,3,3,3,4,2,1,1,1,2,4,10,1
"4733",170,"Colombia",1,32,3,1,3,6,3,3,3,2,3,1,3,3,5,5
"4734",170,"Colombia",2,22,4,2,3,1,4,4,4,3,3,3,3,4,1,3
"4735",170,"Colombia",1,26,5,1,5,7,2,2,3,2,2,2,2,2,1,6
"4736",170,"Colombia",1,59,5,1,3,9,3,4,3,3,3,2,3,3,4,3
"4737",170,"Colombia",2,57,5,1,5,97,5,-2,4,4,4,4,4,4,10,1
"4738",170,"Colombia",2,31,7,6,3,5,4,4,4,2,2,2,3,3,5,9
"4739",170,"Colombia",1,38,5,4,5,9,4,5,3,4,2,1,4,4,2,5
"4740",170,"Colombia",1,24,5,1,3,4,3,4,4,2,3,2,3,4,3,8
"4741",170,"Colombia",1,33,5,4,3,7,3,3,2,2,1,1,3,3,2,3
"4742",170,"Colombia",2,34,3,1,3,6,3,2,2,3,3,1,3,3,2,4
"4743",170,"Colombia",1,45,2,3,3,7,5,5,4,1,3,1,4,2,7,5
"4744",170,"Colombia",1,49,5,1,5,5,3,3,2,1,4,1,1,1,1,4
"4745",170,"Colombia",2,22,5,1,5,5,3,3,3,3,3,3,3,3,6,5
"4746",170,"Colombia",2,53,2,6,3,8,4,4,3,2,2,2,4,4,4,4
"4747",170,"Colombia",2,58,3,6,3,5,3,4,2,2,3,1,3,-1,5,5
"4748",170,"Colombia",2,63,3,6,3,97,4,5,2,4,4,1,4,4,-2,-2
"4749",170,"Colombia",1,62,3,1,3,-1,4,4,3,2,3,2,3,4,1,5
"4750",170,"Colombia",2,33,2,1,3,9,3,4,4,3,1,1,2,1,10,10
"4751",170,"Colombia",1,47,2,1,5,7,3,4,2,2,1,1,2,2,4,6
"4752",170,"Colombia",2,45,3,1,1,2,4,2,2,3,3,2,3,4,8,9
"4753",170,"Colombia",2,26,4,6,3,5,3,3,3,2,2,2,3,3,10,10
"4754",170,"Colombia",1,33,5,3,5,10,3,5,3,2,2,2,3,3,5,10
"4755",170,"Colombia",2,29,3,6,3,10,3,3,3,2,1,1,3,3,3,5
"4756",170,"Colombia",1,66,2,1,5,5,3,2,3,2,2,2,2,3,9,6
"4757",170,"Colombia",1,40,5,1,5,0,3,3,1,2,3,1,3,2,8,6
"4758",170,"Colombia",2,26,4,6,5,3,4,3,2,2,1,3,3,3,5,2
"4759",170,"Colombia",2,46,5,4,3,5,5,5,3,3,3,2,3,3,1,1
"4760",170,"Colombia",1,32,7,2,3,1,3,2,1,3,3,2,3,3,1,3
"4761",170,"Colombia",2,24,5,6,5,5,3,2,3,2,2,2,3,3,6,3
"4762",170,"Colombia",1,22,4,1,3,5,3,3,3,3,3,1,4,3,5,5
"4763",170,"Colombia",1,57,2,6,4,0,3,1,4,4,2,1,3,3,1,10
"4764",170,"Colombia",2,51,7,2,4,2,3,5,4,3,2,2,3,3,3,7
"4765",170,"Colombia",1,23,4,1,3,5,3,3,4,4,4,1,4,4,1,1
"4766",170,"Colombia",2,60,7,2,3,3,3,1,2,3,3,3,2,3,1,1
"4767",170,"Colombia",2,63,1,6,5,7,3,5,3,3,1,1,4,4,-1,8
"4768",170,"Colombia",2,19,4,1,3,8,4,3,3,1,2,1,3,3,9,5
"4769",170,"Colombia",2,30,5,3,3,8,3,3,3,2,3,2,4,4,4,4
"4770",170,"Colombia",1,41,5,4,3,97,4,5,4,3,3,3,3,3,1,8
"4771",170,"Colombia",2,33,4,6,4,3,3,2,1,3,3,3,3,3,5,3
"4772",170,"Colombia",1,34,5,2,4,5,5,5,3,2,4,1,4,3,1,1
"4773",170,"Colombia",1,38,4,6,4,5,3,3,2,2,2,2,3,3,3,7
"4774",170,"Colombia",1,42,4,1,3,0,3,3,2,3,3,2,3,4,3,1
"4775",170,"Colombia",2,42,3,6,3,7,3,4,4,3,3,2,4,3,5,5
"4776",170,"Colombia",2,63,3,6,3,10,3,2,3,2,1,1,2,1,9,2
"4777",170,"Colombia",1,23,5,4,5,5,4,3,2,3,3,3,3,3,1,1
"4778",170,"Colombia",2,22,2,6,3,9,3,3,2,3,2,1,1,3,10,9
"4779",170,"Colombia",1,35,7,4,4,5,3,3,2,3,3,2,3,3,1,7
"4780",170,"Colombia",2,38,4,1,4,5,3,4,3,3,4,2,4,3,8,6
"4781",170,"Colombia",1,67,4,6,3,8,3,2,2,1,2,1,3,3,5,5
"4782",170,"Colombia",2,52,5,1,5,10,3,4,3,3,3,3,4,3,1,3
"4783",170,"Colombia",1,41,5,1,4,9,3,3,3,2,2,2,3,3,1,3
"4784",170,"Colombia",1,20,5,1,3,4,3,4,2,2,3,3,4,3,8,6
"4785",170,"Colombia",2,44,5,1,2,97,4,5,4,2,2,1,2,3,4,3
"4786",170,"Colombia",1,31,5,2,3,5,4,4,3,3,4,3,4,4,3,5
"4787",170,"Colombia",2,19,5,7,3,8,3,5,4,3,3,1,2,3,7,9
"4788",170,"Colombia",2,29,5,3,2,2,4,5,4,2,1,3,4,1,5,6
